Gene_acc,Gene_id,log2fc,log10intensity,logFDR,Desc,desc2,ids2
2991,Tb927.4.450,0.015649220415589315,7.050241753399571,0.0,"coatomer alpha subunit, putative","Tb927.4.450:mRNA-p1 | transcript=Tb927.4.450:mRNA | gene=Tb927.4.450 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=coatomer alpha subunit, putative | transcript_product=coatomer alpha subunit, putative | location=Tb927_04_v5.1:131219-134797(-",Tb927.4.450:mRNA-p1
2992,Tb927.7.2650,0.015604884435331022,7.342213480424597,0.0,"hypothetical protein, conserved","Tb927.7.2650:mRNA-p1 | transcript=Tb927.7.2650:mRNA | gene=Tb927.7.2650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:680735-682348(",Tb927.7.2650:mRNA-p1
2993,Tb927.11.7510,0.015553513895830545,8.242965290443934,0.0,"luminal binding protein 1 (BiP), putative","Tb927.11.7510:mRNA-p1 | transcript=Tb927.11.7510:mRNA | gene=Tb927.11.7510 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=luminal binding protein 1 (BiP), putative | transcript_product=luminal binding protein 1 (BiP), putative | location=Tb927",Tb927.11.7510:mRNA-p1;Tb927.11.7460:mRNA-p1
2994,Tb927.4.1820,0.015519353290607827,4.896949417736149,0.0,"selenocysteine-specific elongation factor, putative","Tb927.4.1820:mRNA-p1 | transcript=Tb927.4.1820:mRNA | gene=Tb927.4.1820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=selenocysteine-specific elongation factor, putative | transcript_product=selenocysteine-specific elongation factor, putative",Tb927.4.1820:mRNA-p1
2995,Tb927.11.4280,0.015511322741557875,5.931861182050319,0.0,"hypothetical protein, conserved","Tb927.11.4280:mRNA-p1 | transcript=Tb927.11.4280:mRNA | gene=Tb927.11.4280 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1247172-125",Tb927.11.4280:mRNA-p1
2996,Tb927.2.4060,0.015279454955288265,6.486916831801551,0.0,Dynein intermediate chain 138,Tb927.2.4060:mRNA-p1 | transcript=Tb927.2.4060:mRNA | gene=Tb927.2.4060 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Dynein intermediate chain 138 | transcript_product=Dynein intermediate chain 138 | location=Tb927_02_v5.1:715419-718013(-) |,Tb927.2.4060:mRNA-p1
2997,Tb927.7.6950,0.015220297502629715,5.706277089453203,0.0,"hypothetical protein, conserved","Tb927.7.6950:mRNA-p1 | transcript=Tb927.7.6950:mRNA | gene=Tb927.7.6950 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1980155-198261",Tb927.7.6950:mRNA-p1
2998,Tb927.2.6100,0.015198930643567914,5.583208172902291,0.0,"hypothetical protein, conserved","Tb927.2.6100:mRNA-p1 | transcript=Tb927.2.6100:mRNA | gene=Tb927.2.6100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_02_v5.1:1100463-110192",Tb927.2.6100:mRNA-p1
2999,Tb927.7.7360,0.015156021287929053,5.751012908003308,0.0,cdc2-related kinase 2,Tb927.7.7360:mRNA-p1 | transcript=Tb927.7.7360:mRNA | gene=Tb927.7.7360 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cdc2-related kinase 2 | transcript_product=cdc2-related kinase 2 | location=Tb927_07_v5.1:2120947-2121984(-) | protein_lengt,Tb927.7.7360:mRNA-p1
3000,Tb927.3.2670,0.015112441321409374,5.904187354561368,0.0,"hypothetical protein, conserved","Tb927.3.2670:mRNA-p1 | transcript=Tb927.3.2670:mRNA | gene=Tb927.3.2670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:677840-678649(",Tb927.3.2670:mRNA-p1
3001,Tb927.11.15370,0.015064203693184014,7.251821342504912,0.0,"Importin subunit beta-4, putative","Tb927.11.15370:mRNA-p1 | transcript=Tb927.11.15370:mRNA | gene=Tb927.11.15370 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Importin subunit beta-4, putative | transcript_product=Importin subunit beta-4, putative | location=Tb927_11_v5.1:4073",Tb927.11.15370:mRNA-p1
3002,Tb927.11.10630,0.014554761521865281,5.0057710617030775,0.0,"hypothetical protein, conserved","Tb927.11.10630:mRNA-p1 | transcript=Tb927.11.10630:mRNA | gene=Tb927.11.10630 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2830653-",Tb927.11.10630:mRNA-p1
3003,Tb927.3.2830,0.01449390335958199,6.038370936639099,0.0,"brix domain containing protein, putative","Tb927.3.2830:mRNA-p1 | transcript=Tb927.3.2830:mRNA | gene=Tb927.3.2830 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=brix domain containing protein, putative | transcript_product=brix domain containing protein, putative | location=Tb927_03_v",Tb927.3.2830:mRNA-p1
3004,Tb927.1.2550,0.014430388774388502,7.7157242619253354,0.0,"histone H3, putative","Tb927.1.2550:mRNA-p1 | transcript=Tb927.1.2550:mRNA | gene=Tb927.1.2550 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=histone H3, putative | transcript_product=histone H3, putative | location=Tb927_01_v5.1:602011-602412(+) | protein_length=13",Tb927.1.2550:mRNA-p1;Tb927.1.2530:mRNA-p1;Tb927.1.2510:mRNA-p1;Tb927.1.2490:mRNA-p1;Tb927.1.2470:mRNA-p1;Tb927.1.2450:mRNA-p1;Tb927.1.2430:mRNA-p1
3005,Tb927.8.810,0.014386794122873942,6.582983408868426,0.0,"radial spoke protein RSP9, putative","Tb927.8.810:mRNA-p1 | transcript=Tb927.8.810:mRNA | gene=Tb927.8.810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=radial spoke protein RSP9, putative | transcript_product=radial spoke protein RSP9, putative | location=Tb927_08_v5.1:231908-23",Tb927.8.810:mRNA-p1
3006,Tb927.2.4850,0.01436213423329001,6.486909002312975,0.0,"Phosducin, putative","Tb927.2.4850:mRNA-p1 | transcript=Tb927.2.4850:mRNA | gene=Tb927.2.4850 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Phosducin, putative | transcript_product=Phosducin, putative | location=Tb927_02_v5.1:861375-862133(-) | protein_length=252 ",Tb927.2.4850:mRNA-p1
3007,Tb927.11.8880,0.014361233852387325,5.869827085477164,0.0,"tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative","Tb927.11.8880:mRNA-p1 | transcript=Tb927.11.8880:mRNA | gene=Tb927.11.8880 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family, putative | transcript_product=tRNA thr",Tb927.11.8880:mRNA-p1
3008,Tb927.10.2180,0.014360919466216968,5.427967311745068,0.0,"Rtr1/RPAP2 family, putative","Tb927.10.2180:mRNA-p1 | transcript=Tb927.10.2180:mRNA | gene=Tb927.10.2180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Rtr1/RPAP2 family, putative | transcript_product=Rtr1/RPAP2 family, putative | location=Tb927_10_v5.1:560290-561714(+) | ",Tb927.10.2180:mRNA-p1;Tb11.v5.0512.1-p1
3009,Tb927.8.3200,0.014316728457469181,5.030659796070758,0.0,Rapamycin-insensitive companion of TOR2,Tb927.8.3200:mRNA-p1 | transcript=Tb927.8.3200:mRNA | gene=Tb927.8.3200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Rapamycin-insensitive companion of TOR2 | transcript_product=Rapamycin-insensitive companion of TOR2 | location=Tb927_08_v5.,Tb927.8.3200:mRNA-p1
3010,Tb927.3.4330,0.014220346821902933,8.001727978265476,0.0,Paraflagellar rod protein 1-5,Tb927.3.4330:mRNA-p1 | transcript=Tb927.3.4330:mRNA | gene=Tb927.3.4330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Paraflagellar rod protein 1-5 | transcript_product=Paraflagellar rod protein 1-5 | location=Tb927_03_v5.1:1217516-1219285(-),Tb927.3.4330:mRNA-p1;Tb927.3.4320:mRNA-p1;Tb927.3.4310:mRNA-p1;Tb927.3.4300:mRNA-p1;Tb927.3.4290:mRNA-p1;Tb11.v5.1055.1-p1
3011,Tb927.11.8180,0.014219523018936732,5.71511159868413,0.0,"hypothetical protein, conserved","Tb927.11.8180:mRNA-p1 | transcript=Tb927.11.8180:mRNA | gene=Tb927.11.8180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2300852-230",Tb927.11.8180:mRNA-p1
3012,Tb927.3.610,0.014082319276241399,5.307444697517005,0.0,"N-acetyltransferase complex ARD1 subunit, putative","Tb927.3.610:mRNA-p1 | transcript=Tb927.3.610:mRNA | gene=Tb927.3.610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=N-acetyltransferase complex ARD1 subunit, putative | transcript_product=N-acetyltransferase complex ARD1 subunit, putative | lo",Tb927.3.610:mRNA-p1
3013,Tb927.11.4200,0.014044484668147105,5.574079544440479,0.0,"mannose-specific lectin, putative","Tb927.11.4200:mRNA-p1 | transcript=Tb927.11.4200:mRNA | gene=Tb927.11.4200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=mannose-specific lectin, putative | transcript_product=mannose-specific lectin, putative | location=Tb927_11_v5.1:1227821",Tb927.11.4200:mRNA-p1
3014,Tb927.11.6820,0.014012262677136608,6.017636155871838,0.0,"hypothetical protein, conserved","Tb927.11.6820:mRNA-p1 | transcript=Tb927.11.6820:mRNA | gene=Tb927.11.6820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:1924136-192",Tb927.11.6820:mRNA-p1
3015,Tb927.5.2420,0.014006383939913972,5.097786493660351,0.0,"NOL1/NOP2/sun family, putative","Tb927.5.2420:mRNA-p1 | transcript=Tb927.5.2420:mRNA | gene=Tb927.5.2420 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NOL1/NOP2/sun family, putative | transcript_product=NOL1/NOP2/sun family, putative | location=Tb927_05_v5.1:830494-833301(+)",Tb927.5.2420:mRNA-p1
3016,Tb927.2.4930,0.013984708732562749,6.498619934046544,0.0,"esterase, putative","Tb927.2.4930:mRNA-p1 | transcript=Tb927.2.4930:mRNA | gene=Tb927.2.4930 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=esterase, putative | transcript_product=esterase, putative | location=Tb927_02_v5.1:871088-871825(-) | protein_length=245 | ",Tb927.2.4930:mRNA-p1
3017,Tb927.11.12480,0.013983411282225473,6.260644487841744,0.0,Kinetochore interacting phosphatase 7,Tb927.11.12480:mRNA-p1 | transcript=Tb927.11.12480:mRNA | gene=Tb927.11.12480 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Kinetochore interacting phosphatase 7 | transcript_product=Kinetochore interacting phosphatase 7 | location=Tb927_11_v,Tb927.11.12480:mRNA-p1
3018,Tb927.3.780,0.01394732026027693,6.364498215945855,0.0,proteasome alpha 7 subunit,Tb927.3.780:mRNA-p1 | transcript=Tb927.3.780:mRNA | gene=Tb927.3.780 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=proteasome alpha 7 subunit | transcript_product=proteasome alpha 7 subunit | location=Tb927_03_v5.1:187245-187958(-) | protein_,Tb927.3.780:mRNA-p1
3019,Tb927.1.1930,0.013898828961882331,5.958931731538083,0.0,"phosphatidylinositol 3-kinase, putative","Tb927.1.1930:mRNA-p1 | transcript=Tb927.1.1930:mRNA | gene=Tb927.1.1930 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=phosphatidylinositol 3-kinase, putative | transcript_product=phosphatidylinositol 3-kinase, putative | location=Tb927_01_v5.",Tb927.1.1930:mRNA-p1
3020,Tb927.8.6250,0.013881294601975316,5.785074601331326,0.0,Nucleoporin NUP76,Tb927.8.6250:mRNA-p1 | transcript=Tb927.8.6250:mRNA | gene=Tb927.8.6250 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleoporin NUP76 | transcript_product=Nucleoporin NUP76 | location=Tb927_08_v5.1:1816925-1819000(+) | protein_length=691 | ,Tb927.8.6250:mRNA-p1
3021,Tb927.11.10430,0.013879204799491646,6.623725153037845,0.0,"hypothetical protein, conserved","Tb927.11.10430:mRNA-p1 | transcript=Tb927.11.10430:mRNA | gene=Tb927.11.10430 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2778167-",Tb927.11.10430:mRNA-p1
3022,Tb927.6.4520,0.013747217666359623,6.704094211875264,0.0,"Tumour suppressor, Mitostatin, putative","Tb927.6.4520:mRNA-p1 | transcript=Tb927.6.4520:mRNA | gene=Tb927.6.4520 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Tumour suppressor, Mitostatin, putative | transcript_product=Tumour suppressor, Mitostatin, putative | location=Tb927_06_v5.",Tb927.6.4520:mRNA-p1
3023,Tb927.10.15950,0.01363202960350915,5.592122999067159,0.0,TATA-box-binding protein,Tb927.10.15950:mRNA-p1 | transcript=Tb927.10.15950:mRNA | gene=Tb927.10.15950 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=TATA-box-binding protein | transcript_product=TATA-box-binding protein | location=Tb927_10_v5.1:3931134-3931922(+) | p,Tb927.10.15950:mRNA-p1;Tb11.v5.0305.1-p1
3024,Tb927.11.8390,0.013548921534294116,6.174796909545485,0.0,"hypothetical protein, conserved","Tb927.11.8390:mRNA-p1 | transcript=Tb927.11.8390:mRNA | gene=Tb927.11.8390 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_11_v5.1:2352023-235",Tb927.11.8390:mRNA-p1
3025,Tb927.10.10200,0.013519402428658768,5.48912648176393,0.0,"hypothetical protein, conserved","Tb927.10.10200:mRNA-p1 | transcript=Tb927.10.10200:mRNA | gene=Tb927.10.10200 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_10_v5.1:2508593-",Tb927.10.10200:mRNA-p1
3026,Tb927.9.10580,0.013467685699723337,6.004214995402322,0.0,"3-demethylubiquinone-9 3-methyltransferase, putative","Tb927.9.10580:mRNA-p1 | transcript=Tb927.9.10580:mRNA | gene=Tb927.9.10580 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=3-demethylubiquinone-9 3-methyltransferase, putative | transcript_product=3-demethylubiquinone-9 3-methyltransferase, put",Tb927.9.10580:mRNA-p1
3027,Tb927.8.4290,0.013368621690548274,5.463693801187436,0.0,"Ribosome biogenesis protein Nop16, putative","Tb927.8.4290:mRNA-p1 | transcript=Tb927.8.4290:mRNA | gene=Tb927.8.4290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Ribosome biogenesis protein Nop16, putative | transcript_product=Ribosome biogenesis protein Nop16, putative | location=Tb92",Tb927.8.4290:mRNA-p1
3028,Tb927.8.650,0.013328964015767452,6.853168093267789,0.0,"cation-transporting ATPase, putative","Tb927.8.650:mRNA-p1 | transcript=Tb927.8.650:mRNA | gene=Tb927.8.650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=cation-transporting ATPase, putative | transcript_product=cation-transporting ATPase, putative | location=Tb927_08_v5.1:179692-",Tb927.8.650:mRNA-p1
3029,Tb927.10.8950,0.013316796936652261,6.456887015415076,0.0,kinetoplast-associated protein 4 isoform 1,Tb927.10.8950:mRNA-p1 | transcript=Tb927.10.8950:mRNA | gene=Tb927.10.8950 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinetoplast-associated protein 4 isoform 1 | transcript_product=kinetoplast-associated protein 4 isoform 1 | location=Tb9,Tb927.10.8950:mRNA-p1;Tb927.10.8970:mRNA-p1
3030,Tb927.10.5950,0.013307728116322925,6.856635945612712,0.0,"Serine/threonine-protein kinase NEK17, putative","Tb927.10.5950:mRNA-p1 | transcript=Tb927.10.5950:mRNA | gene=Tb927.10.5950 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Serine/threonine-protein kinase NEK17, putative | transcript_product=Serine/threonine-protein kinase NEK17, putative | lo",Tb927.10.5950:mRNA-p1;Tb927.10.5940:mRNA-p1;Tb11.v5.0190.1-p1;Tb927.10.5930:mRNA-p1
3031,Tb927.10.1620,0.013189037884691591,5.9805657307979985,0.0,"phosphoserine/threonine/tyrosine-binding protein, putative","Tb927.10.1620:mRNA-p1 | transcript=Tb927.10.1620:mRNA | gene=Tb927.10.1620 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=phosphoserine/threonine/tyrosine-binding protein, putative | transcript_product=phosphoserine/threonine/tyrosine-binding ",Tb927.10.1620:mRNA-p1;Tb11.v5.0643.1-p1
3032,Tb927.4.5110,0.013051522362178174,5.5221331303291645,0.0,kinetoplastid kinetochore protein 8,Tb927.4.5110:mRNA-p1 | transcript=Tb927.4.5110:mRNA | gene=Tb927.4.5110 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinetoplastid kinetochore protein 8 | transcript_product=kinetoplastid kinetochore protein 8 | location=Tb927_04_v5.1:139884,Tb927.4.5110:mRNA-p1
3033,Tb927.2.4710,0.013007814556679572,6.998505893202855,0.0,"RNA-binding protein, putative","Tb927.2.4710:mRNA-p1 | transcript=Tb927.2.4710:mRNA | gene=Tb927.2.4710 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Tb927_02_v5.1:834116-835441(-) |",Tb927.2.4710:mRNA-p1
3034,Tb927.9.7080,0.01297054789153867,5.961132743633607,0.0,"hypothetical protein, conserved","Tb927.9.7080:mRNA-p1 | transcript=Tb927.9.7080:mRNA | gene=Tb927.9.7080 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_09_v5.1:1149145-114952",Tb927.9.7080:mRNA-p1
3035,Tb927.9.9020,0.012968201348793746,6.076811399868849,0.0,"ribosome-interacting GTPase 2, putative","Tb927.9.9020:mRNA-p1 | transcript=Tb927.9.9020:mRNA | gene=Tb927.9.9020 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ribosome-interacting GTPase 2, putative | transcript_product=ribosome-interacting GTPase 2, putative | location=Tb927_09_v5.",Tb927.9.9020:mRNA-p1
3036,Tb927.3.5310,0.012962657547115387,6.660879139168828,0.0,paraflagellar rod protein,Tb927.3.5310:mRNA-p1 | transcript=Tb927.3.5310:mRNA | gene=Tb927.3.5310 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=paraflagellar rod protein | transcript_product=paraflagellar rod protein | location=Tb927_03_v5.1:1488667-1495053(+) | prote,Tb927.3.5310:mRNA-p1
3037,Tb927.10.16100,0.012912816274022562,7.122610843214567,0.0,"FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative","Tb927.10.16100:mRNA-p1 | transcript=Tb927.10.16100:mRNA | gene=Tb927.10.16100 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative | transcript_product=FK506-binding protein (FKBP",Tb927.10.16100:mRNA-p1;Tb11.v5.0411.1-p1
3038,Tb927.9.12330,0.01285873818414526,5.4083487123707465,0.0,"thioredoxin, putative","Tb927.9.12330:mRNA-p1 | transcript=Tb927.9.12330:mRNA | gene=Tb927.9.12330 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=thioredoxin, putative | transcript_product=thioredoxin, putative | location=Tb927_09_v5.1:1921606-1922121(+) | protein_le",Tb927.9.12330:mRNA-p1
3039,Tb927.10.15530,0.012845140206877752,6.723376419484635,0.0,"ABC transport system ATP-binding protein, putative","Tb927.10.15530:mRNA-p1 | transcript=Tb927.10.15530:mRNA | gene=Tb927.10.15530 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ABC transport system ATP-binding protein, putative | transcript_product=ABC transport system ATP-binding protein, puta",Tb927.10.15530:mRNA-p1;Tb11.v5.0748.1-p1
3040,Tb927.3.2120,0.012837936853987602,5.642548867789392,0.0,"hypothetical protein, conserved","Tb927.3.2120:mRNA-p1 | transcript=Tb927.3.2120:mRNA | gene=Tb927.3.2120 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_03_v5.1:558218-559216(",Tb927.3.2120:mRNA-p1
